Date,Holiday,Uptime,Peak_Period,Dispense
12-Jan-16,0,0.9,0,124173
13-Jan-16,0,0.9,0,82227
14-Jan-16,0,0.39,0,51798
15-Jan-16,0,1,0,70966
16-Jan-16,0,1,0,64198
17-Jan-16,1,1,0,60270
18-Jan-16,0,1,0,53386
19-Jan-16,0,1,0,48681
20-Jan-16,0,1,0,51687
21-Jan-16,0,1,0,60190
22-Jan-16,0,1,0,232756
23-Jan-16,0,1,0,104977
24-Jan-16,1,1,0,155897
25-Jan-16,0,1,0,93301
26-Jan-16,0,1,0,85375
27-Jan-16,0,1,0,113510
28-Jan-16,0,1,0,69996
29-Jan-16,0,1,1,80436
30-Jan-16,0,1,1,84942
31-Jan-16,1,1,1,82657
1-Feb-16,0,1,1,82139
2-Feb-16,0,1,1,120996
3-Feb-16,0,1,1,127455
4-Feb-16,0,1,1,152611
5-Feb-16,0,1,1,157023
6-Feb-16,0,1,1,138694
7-Feb-16,1,1,1,91647
8-Feb-16,0,1,1,237838
9-Feb-16,0,0.7,1,63012
10-Feb-16,0,0.67,0,166588
11-Feb-16,0,1,0,118725
12-Feb-16,0,1,0,143703
13-Feb-16,0,1,0,84641
14-Feb-16,1,1,0,60973
15-Feb-16,0,1,0,194663
16-Feb-16,0,1,0,157209
17-Feb-16,0,1,0,109547
18-Feb-16,0,1,0,96965
19-Feb-16,0,1,0,125292
20-Feb-16,0,0.98,0,76036
21-Feb-16,1,1,0,93408
22-Feb-16,0,1,0,133219
23-Feb-16,0,0.84,0,51718
24-Feb-16,0,1,0,142667
25-Feb-16,0,0.92,0,98645
26-Feb-16,0,1,0,70383
27-Feb-16,0,1,0,70477
28-Feb-16,1,1,0,38384
29-Feb-16,0,1,1,100731
1-Mar-16,0,1,1,167536
2-Mar-16,0,1,1,146890
3-Mar-16,0,1,1,130008
4-Mar-16,0,1,1,220712
5-Mar-16,0,1,1,112767
6-Mar-16,1,1,1,132966
7-Mar-16,0,0.67,1,85921
8-Mar-16,0,1,1,165806
9-Mar-16,0,1,1,94753
10-Mar-16,0,1,0,138869
11-Mar-16,0,1,0,82188
12-Mar-16,0,1,0,106668
13-Mar-16,1,1,0,51068
14-Mar-16,0,0.84,0,286354
15-Mar-16,0,1,0,174079
16-Mar-16,0,1,0,256394
17-Mar-16,0,0.93,0,250320
18-Mar-16,0,0.9,0,63372
19-Mar-16,0,0.91,0,139511
20-Mar-16,1,1,0,117289
21-Mar-16,0,1,0,168045
22-Mar-16,0,1,0,124576
23-Mar-16,0,1,0,11469
24-Mar-16,0,1,0,8773
25-Mar-16,0,1,0,61184
26-Mar-16,0,1,0,62366
27-Mar-16,1,1,0,66336
28-Mar-16,0,1,0,57516
29-Mar-16,0,0.96,1,219233
30-Mar-16,0,0.97,1,99751
31-Mar-16,0,0.94,1,117254
1-Apr-16,0,1,1,124318
2-Apr-16,0,0.9,1,318083
3-Apr-16,1,1,1,105262
4-Apr-16,0,1,1,173393
5-Apr-16,0,0.94,1,101351
6-Apr-16,0,1,1,211431
7-Apr-16,0,1,1,109862
8-Apr-16,0,0.96,1,140690
9-Apr-16,0,0.97,1,105722
10-Apr-16,1,1,0,172485
11-Apr-16,0,1,0,172832
12-Apr-16,0,0.97,0,157023
13-Apr-16,0,0.86,0,98507
14-Apr-16,0,0.96,0,150254
15-Apr-16,0,1,0,132208
16-Apr-16,0,0.92,0,144489
17-Apr-16,1,1,0,89260
18-Apr-16,0,1,0,128242
19-Apr-16,0,0.96,0,65560
20-Apr-16,0,0.97,0,180065
21-Apr-16,0,0.88,0,95854
22-Apr-16,0,1,0,141437
23-Apr-16,0,1,0,62845
24-Apr-16,1,0,0,557
25-Apr-16,0,0.8,0,37325
26-Apr-16,0,0.89,0,99736
27-Apr-16,0,0.81,0,94871
28-Apr-16,0,0.92,0,146710
29-Apr-16,0,0.96,1,177647
30-Apr-16,0,1,1,154364
1-May-16,1,1,1,188117
2-May-16,0,0.93,1,217998
3-May-16,0,0.92,1,203501
4-May-16,0,0.95,1,149789
5-May-16,0,1,1,161968
6-May-16,0,0.81,1,99213
7-May-16,0,0.94,1,129211
8-May-16,1,1,1,133082
9-May-16,0,0.87,1,85148
10-May-16,0,0.97,0,196959
11-May-16,0,0.9,0,104167
12-May-16,0,0.81,0,17599
13-May-16,0,0.37,0,163183
14-May-16,0,0.95,0,56792
15-May-16,1,0.97,0,64031
16-May-16,0,0.92,0,164703
17-May-16,0,0.92,0,51780
18-May-16,0,0.97,0,102219
19-May-16,0,1,0,71152
20-May-16,0,0.77,0,120592
21-May-16,0,0.96,0,56932
22-May-16,1,0.98,0,140086
23-May-16,0,0.9,0,120483
24-May-16,0,0.32,0,122265
25-May-16,0,0.93,0,4275
26-May-16,0,0,0,95
27-May-16,0,1,0,13948
28-May-16,0,1,0,135542
29-May-16,1,1,1,170451
30-May-16,0,1,1,341101
31-May-16,0,1,1,86170
1-Jun-16,0,1,1,116478
2-Jun-16,0,1,1,142488
3-Jun-16,0,1,1,135139
4-Jun-16,0,1,1,210719
5-Jun-16,1,1,1,199240
6-Jun-16,0,1,1,99488
7-Jun-16,0,1,1,92707
8-Jun-16,0,1,1,243423
9-Jun-16,0,1,1,16685
10-Jun-16,0,0,0,67
11-Jun-16,0,0,0,414
12-Jun-16,1,0,0,226
13-Jun-16,0,0,0,616
14-Jun-16,0,0,0,480
15-Jun-16,0,0,0,395
16-Jun-16,0,0,0,794
17-Jun-16,0,0,0,365
18-Jun-16,0,0,0,72
19-Jun-16,1,0,0,556
20-Jun-16,0,0,0,780
21-Jun-16,0,0,0,995
22-Jun-16,0,0,0,157
23-Jun-16,0,0,0,672
24-Jun-16,0,1,0,3757
25-Jun-16,0,0,0,701
26-Jun-16,1,0,0,646
27-Jun-16,0,0,0,529
28-Jun-16,0,1,0,288719
29-Jun-16,0,0,1,590
30-Jun-16,0,1,1,112347
1-Jul-16,0,1,1,67911
2-Jul-16,0,1,1,69067
3-Jul-16,1,0,1,454
4-Jul-16,0,1,1,64657
5-Jul-16,0,0,1,150
6-Jul-16,0,1,1,116033
7-Jul-16,0,1,1,41178
8-Jul-16,0,1,1,175342
9-Jul-16,0,1,1,162270
10-Jul-16,1,1,0,227858
11-Jul-16,0,1,0,61869
12-Jul-16,0,0,0,678
13-Jul-16,0,0,0,42
14-Jul-16,0,1,0,88675
15-Jul-16,0,1,0,213429
16-Jul-16,0,0,0,614
17-Jul-16,1,0,0,92
18-Jul-16,0,1,0,166878
19-Jul-16,0,1,0,166160
20-Jul-16,0,1,0,57803
21-Jul-16,0,1,0,216384
22-Jul-16,0,1,0,317163
23-Jul-16,0,1,0,217137
24-Jul-16,1,1,0,122650
25-Jul-16,0,0.92,0,280747
26-Jul-16,0,1,0,149232
27-Jul-16,0,1,0,189858
28-Jul-16,0,1,0,62611
29-Jul-16,0,1,1,127903
30-Jul-16,0,1,1,139813
31-Jul-16,1,1,1,286737
1-Aug-16,0,1,1,97104
2-Aug-16,0,1,1,147459
3-Aug-16,0,1,1,148280
4-Aug-16,0,0.51,1,108055
5-Aug-16,0,1,1,152160
6-Aug-16,0,1,1,82579
7-Aug-16,1,1,1,112387
8-Aug-16,0,1,1,98734
9-Aug-16,0,0.94,1,90258
10-Aug-16,0,0,0,682
11-Aug-16,0,1,0,13779
12-Aug-16,0,1,0,142113
13-Aug-16,0,1,0,74086
14-Aug-16,1,1,0,87967
15-Aug-16,0,1,0,238843
16-Aug-16,0,0.96,0,86346
17-Aug-16,0,1,0,127615
18-Aug-16,0,1,0,57230
19-Aug-16,0,1,0,23877
20-Aug-16,0,1,0,60818
21-Aug-16,1,1,0,66415
22-Aug-16,0,1,0,139259
23-Aug-16,0,1,0,53438
24-Aug-16,0,1,0,162809
25-Aug-16,0,1,0,175303
26-Aug-16,0,1,0,69806
27-Aug-16,0,0,0,444
28-Aug-16,1,1,0,94265
29-Aug-16,0,0.69,1,161393
30-Aug-16,0,0.5,1,151261
31-Aug-16,0,1,1,154265
1-Jun-15,0,0,1,881
2-Jun-15,0,0.44,1,479
3-Jun-15,0,0,1,504
4-Jun-15,0,0,1,618
5-Jun-15,0,0,1,580
6-Jun-15,0,0,1,79
7-Jun-15,1,0,1,491
8-Jun-15,0,0,1,573
9-Jun-15,0,1,1,48378
10-Jun-15,0,1,0,62986
11-Jun-15,0,1,0,53911
12-Jun-15,0,1,0,79876
13-Jun-15,0,0.63,0,54853
14-Jun-15,1,0.38,0,7397
15-Jun-15,0,0.51,0,8743
16-Jun-15,0,0.49,0,1609
17-Jun-15,0,1,0,57092
18-Jun-15,0,1,0,106163
19-Jun-15,0,1,0,48958
20-Jun-15,0,0.49,0,11148
21-Jun-15,1,0.24,0,34361
22-Jun-15,0,1,0,84311
23-Jun-15,0,1,0,98739
24-Jun-15,0,1,0,56527
25-Jun-15,0,1,0,50097
26-Jun-15,0,1,0,40444
27-Jun-15,0,1,0,33165
28-Jun-15,1,1,0,60431
29-Jun-15,0,0.95,1,24883
30-Jun-15,0,1,1,51795
1-Jul-15,0,1,1,127491
2-Jul-15,0,0.93,1,58426
3-Jul-15,0,1,1,83468
4-Jul-15,0,0,1,966
5-Jul-15,1,0,1,671
6-Jul-15,0,0,1,231
7-Jul-15,0,0,1,861
8-Jul-15,0,0,1,651
9-Jul-15,0,0,1,184
10-Jul-15,0,0.46,0,108743
11-Jul-15,0,0.95,0,98373
12-Jul-15,1,1,0,83603
13-Jul-15,0,0.75,0,90235
14-Jul-15,0,1,0,30717
15-Jul-15,0,0.96,0,40055
16-Jul-15,0,0.95,0,68302
17-Jul-15,0,0.89,0,33955
18-Jul-15,0,0.93,0,6947
19-Jul-15,1,1,0,68699
20-Jul-15,0,1,0,59737
21-Jul-15,0,1,0,53571
22-Jul-15,0,1,0,9229
23-Jul-15,0,1,0,29490
24-Jul-15,0,0.95,0,49907
25-Jul-15,0,1,0,22949
26-Jul-15,1,0.92,0,20737
27-Jul-15,0,1,0,10943
28-Jul-15,0,0,0,319
29-Jul-15,0,0,1,672
30-Jul-15,0,0,1,794
31-Jul-15,0,0.52,1,28141
1-Aug-15,0,1,1,161019
2-Aug-15,1,0.84,1,76804
3-Aug-15,0,0.93,1,61403
4-Aug-15,0,0.97,1,100874
5-Aug-15,0,1,1,158318
6-Aug-15,0,0.98,1,41124
7-Aug-15,0,1,1,35565
8-Aug-15,0,1,1,109258
9-Aug-15,1,0.49,1,33458
10-Aug-15,0,0,0,415
11-Aug-15,0,0,0,272
12-Aug-15,0,0,0,756
13-Aug-15,0,0,0,759
14-Aug-15,0,1,0,98829
15-Aug-15,0,0.87,0,32532
16-Aug-15,1,0.87,0,96546
17-Aug-15,0,1,0,89064
18-Aug-15,0,0.91,0,72370
19-Aug-15,0,1,0,46256
20-Aug-15,0,1,0,50218
21-Aug-15,0,1,0,118952
22-Aug-15,0,1,0,81366
23-Aug-15,1,0.85,0,52311
24-Aug-15,0,0.93,0,38720
25-Aug-15,0,0.92,0,51442
26-Aug-15,0,1,0,118972
27-Aug-15,0,0.71,0,105343
28-Aug-15,0,1,0,156931
29-Aug-15,0,1,1,119798
30-Aug-15,1,0.84,1,84459
31-Aug-15,0,0.83,1,33525
1-Sep-15,0,1,1,71705
2-Sep-15,0,1,1,56877
3-Sep-15,0,1,1,102208
4-Sep-15,0,1,1,54533
5-Sep-15,0,1,1,59658
6-Sep-15,1,1,1,176428
7-Sep-15,0,0.87,1,103153
8-Sep-15,0,0.95,1,115923
9-Sep-15,0,0.16,1,407
10-Sep-15,0,0.53,0,83480
11-Sep-15,0,1,0,191649
12-Sep-15,0,1,0,77404
13-Sep-15,1,0.88,0,92666
14-Sep-15,0,1,0,177736
15-Sep-15,0,0.93,0,93653
16-Sep-15,0,0.97,0,71189
17-Sep-15,0,1,0,208262
18-Sep-15,0,1,0,78729
19-Sep-15,0,0.87,0,126667
20-Sep-15,1,1,0,132730
21-Sep-15,0,0.98,0,103727
22-Sep-15,0,1,0,100769
23-Sep-15,0,1,0,193174
24-Sep-15,0,0.96,0,61546
25-Sep-15,0,1,0,162834
26-Sep-15,0,1,0,114998
27-Sep-15,1,1,0,50477
28-Sep-15,0,0.95,0,86617
29-Sep-15,0,0.94,1,101040
30-Sep-15,0,0.97,1,65294
1-Oct-15,0,0.96,1,154282
2-Oct-15,0,0.94,1,102376
3-Oct-15,0,0.79,1,97754
4-Oct-15,1,1,1,103091
5-Oct-15,0,1,1,108775
6-Oct-15,0,0.89,1,53700
7-Oct-15,0,1,1,176917
8-Oct-15,0,1,1,265622
9-Oct-15,0,0.84,1,148702
10-Oct-15,0,0.82,0,230807
11-Oct-15,1,1,0,187137
12-Oct-15,0,1,0,329646
13-Oct-15,0,1,0,357980
14-Oct-15,0,0.95,0,138734
15-Oct-15,0,0.9,0,315350
16-Oct-15,0,1,0,134585
17-Oct-15,0,1,0,119015
18-Oct-15,1,0.97,0,226683
19-Oct-15,0,1,0,140831
20-Oct-15,0,1,0,123128
21-Oct-15,0,1,0,103808
22-Oct-15,0,0.82,0,74322
23-Oct-15,0,0.97,0,129591
24-Oct-15,0,0.97,0,147343
25-Oct-15,1,0.96,0,83019
26-Oct-15,0,0.97,0,204299
27-Oct-15,0,1,0,133747
28-Oct-15,0,1,0,217273
29-Oct-15,0,1,1,152705
30-Oct-15,0,1,1,105296
31-Oct-15,0,1,1,162871
1-Nov-15,1,1,1,224639
2-Nov-15,0,0.97,1,201485
3-Nov-15,0,0.94,1,168850
4-Nov-15,0,0.96,1,120824
5-Nov-15,0,1,1,191176
6-Nov-15,0,1,1,286711
7-Nov-15,0,1,1,416832
8-Nov-15,1,1,1,619209
9-Nov-15,0,0.86,1,613055
10-Nov-15,0,1,0,416574
11-Nov-15,0,1,0,219293
12-Nov-15,0,1,0,209480
13-Nov-15,0,1,0,183983
14-Nov-15,0,1,0,143127
15-Nov-15,1,1,0,258365
16-Nov-15,0,0.97,0,75005
17-Nov-15,0,0.96,0,153043
18-Nov-15,0,0.27,0,59135
19-Nov-15,0,0.65,0,155102
20-Nov-15,0,0.71,0,45921
21-Nov-15,0,0.95,0,115857
22-Nov-15,1,0.38,0,145188
23-Nov-15,0,1,0,269614
24-Nov-15,0,0,0,700
25-Nov-15,0,0.31,0,65198
26-Nov-15,0,0.16,0,29390
27-Nov-15,0,0,0,72
28-Nov-15,0,0.21,0,36746
29-Nov-15,1,1,1,162839
30-Nov-15,0,0.55,1,65004
1-Dec-15,0,0.98,1,225655
2-Dec-15,0,1,1,263079
3-Dec-15,0,0.89,1,85018
4-Dec-15,0,1,1,37719
5-Dec-15,0,0.96,1,103306
6-Dec-15,1,0.98,1,79893
7-Dec-15,0,0.44,1,10876
8-Dec-15,0,0,1,466
9-Dec-15,0,0,1,409
10-Dec-15,0,0,0,1000
11-Dec-15,0,0,0,369
12-Dec-15,0,1,0,112390
13-Dec-15,1,0.29,0,13009
14-Dec-15,0,0,0,859
15-Dec-15,0,0.29,0,98509
16-Dec-15,0,1,0,111269
17-Dec-15,0,1,0,76966
18-Dec-15,0,1,0,80754
19-Dec-15,0,1,0,124701
20-Dec-15,1,1,0,100958
21-Dec-15,0,1,0,200765
22-Dec-15,0,0.9,0,111001
23-Dec-15,0,0.74,0,53369
24-Dec-15,0,0.15,0,2269
25-Dec-15,0,0.14,0,4377
26-Dec-15,0,0,0,607
27-Dec-15,1,0,0,338
28-Dec-15,0,0,0,912
29-Dec-15,0,0,1,950
30-Dec-15,0,0,1,403
31-Dec-15,0,0.56,1,32679
1-Jan-16,0,1,1,296321
2-Jan-16,0,0.94,1,165402
3-Jan-16,1,1,1,325224
4-Jan-16,0,0,1,620
5-Jan-16,0,0.97,1,76882
6-Jan-16,0,1,1,252556
7-Jan-16,0,1,1,290958
8-Jan-16,0,1,1,345025
9-Jan-16,0,1,1,292746
10-Jan-16,1,0.87,0,312796
11-Jan-16,0,1,0,213371
12-Jan-16,0,1,0,267833
13-Jan-16,0,1,0,202692
14-Jan-16,0,1,0,289908
15-Jan-16,0,0.95,0,183540
16-Jan-16,0,0.92,0,158270
17-Jan-16,1,0.9,0,229080
18-Jan-16,0,0.96,0,140096
19-Jan-16,0,0.88,0,67920
20-Jan-16,0,0.96,0,59458
21-Jan-16,0,1,0,89207
22-Jan-16,0,1,0,160929
23-Jan-16,0,0.97,0,134461
24-Jan-16,1,0.89,0,90031
25-Jan-16,0,0.96,0,33254
26-Jan-16,0,1,0,168502
27-Jan-16,0,1,0,146773
28-Jan-16,0,1,0,135082
29-Jan-16,0,1,1,138654
30-Jan-16,0,0.75,1,75671
31-Jan-16,1,0,1,947
1-Feb-16,0,0.54,1,226553
2-Feb-16,0,1,1,249503
3-Feb-16,0,1,1,270080
4-Feb-16,0,0.97,1,170849
5-Feb-16,0,1,1,249180
6-Feb-16,0,1,1,239791
7-Feb-16,1,1,1,473156
8-Feb-16,0,0.92,1,368092
9-Feb-16,0,1,1,316880
10-Feb-16,0,1,0,505688
11-Feb-16,0,0.95,0,385028
12-Feb-16,0,0.89,0,254205
13-Feb-16,0,0,0,918
14-Feb-16,1,0,0,809
15-Feb-16,0,0,0,148
16-Feb-16,0,1,0,142279
17-Feb-16,0,1,0,334854
18-Feb-16,0,0.78,0,96491
19-Feb-16,0,1,0,237848
20-Feb-16,0,1,0,248498
21-Feb-16,1,1,0,323600
22-Feb-16,0,1,0,208621
23-Feb-16,0,0.95,0,169567
24-Feb-16,0,1,0,179054
25-Feb-16,0,0.95,0,112311
26-Feb-16,0,1,0,197790
27-Feb-16,0,1,0,232994
28-Feb-16,1,0.26,0,51343
29-Feb-16,0,0.38,1,123425
1-Mar-16,0,1,1,264354
2-Mar-16,0,1,1,255056
3-Mar-16,0,0.9,1,150201
4-Mar-16,0,0.29,1,626
5-Mar-16,0,0.4,1,710
6-Mar-16,1,0.26,1,763
7-Mar-16,0,0,1,52
8-Mar-16,0,0,1,21
9-Mar-16,0,0.46,1,258431
10-Mar-16,0,1,0,318150
11-Mar-16,0,0.86,0,219202
12-Mar-16,0,0.81,0,92246
13-Mar-16,1,1,0,447342
14-Mar-16,0,0.97,0,339971
15-Mar-16,0,0.89,0,117854
16-Mar-16,0,1,0,366331
17-Mar-16,0,0.88,0,175361
18-Mar-16,0,1,0,149031
19-Mar-16,0,0.91,0,90151
20-Mar-16,1,1,0,185579
21-Mar-16,0,0.92,0,300626
22-Mar-16,0,0.97,0,212563
23-Mar-16,0,1,0,57271
24-Mar-16,0,1,0,53298
25-Mar-16,0,0.72,0,99824
26-Mar-16,0,0.93,0,63286
27-Mar-16,1,0.97,0,44787
28-Mar-16,0,0.9,0,30237
29-Mar-16,0,0,1,317
30-Mar-16,0,0.23,1,62365
31-Mar-16,0,1,1,71406
1-Apr-16,0,0.68,1,230576
2-Apr-16,0,1,1,217507
3-Apr-16,1,1,1,291811
4-Apr-16,0,1,1,181523
5-Apr-16,0,0.9,1,67919
6-Apr-16,0,1,1,214418
7-Apr-16,0,0.91,1,473461
8-Apr-16,0,0.97,1,93220
9-Apr-16,0,1,1,273003
10-Apr-16,1,0.87,0,280420
11-Apr-16,0,1,0,296829
12-Apr-16,0,1,0,273283
13-Apr-16,0,0.84,0,98435
14-Apr-16,0,1,0,178189
15-Apr-16,0,1,0,190131
16-Apr-16,0,0.79,0,25388
17-Apr-16,1,0.81,0,114625
18-Apr-16,0,0.51,0,129977
19-Apr-16,0,1,0,146451
20-Apr-16,0,1,0,93272
21-Apr-16,0,1,0,47784
22-Apr-16,0,1,0,75877
23-Apr-16,0,0.89,0,61974
24-Apr-16,1,1,0,45378
25-Apr-16,0,0.96,0,82078
26-Apr-16,0,1,0,51209
27-Apr-16,0,0.86,0,64167
28-Apr-16,0,1,0,46776
29-Apr-16,0,0.8,1,21003
30-Apr-16,0,0.94,1,37966
1-May-16,1,1,1,111757
2-May-16,0,1,1,140977
3-May-16,0,1,1,41338
4-May-16,0,1,1,85756
5-May-16,0,0.36,1,19040
6-May-16,0,0.85,1,108808
7-May-16,0,0.95,1,163505
8-May-16,1,1,1,281340
9-May-16,0,1,1,172729
10-May-16,0,1,0,172554
11-May-16,0,0.89,0,139800
12-May-16,0,0.74,0,157285
13-May-16,0,0.95,0,201827
14-May-16,0,0.96,0,69839
15-May-16,1,1,0,117953
16-May-16,0,1,0,249237
17-May-16,0,1,0,165477
18-May-16,0,0.9,0,72051
19-May-16,0,0.79,0,86688
20-May-16,0,0.87,0,28083
21-May-16,0,0.97,0,93565
22-May-16,1,1,0,88926
23-May-16,0,0.59,0,35563
24-May-16,0,0.07,0,717
25-May-16,0,0.97,0,83124
26-May-16,0,0.92,0,92056
27-May-16,0,0.86,0,59772
28-May-16,0,1,0,119785
29-May-16,1,0.84,1,145636
30-May-16,0,0.02,1,321
31-May-16,0,0,1,348
1-Jun-16,0,0,1,59
2-Jun-16,0,0.49,1,137577
3-Jun-16,0,1,1,83448
4-Jun-16,0,1,1,153342
5-Jun-16,1,0.87,1,80884
6-Jun-16,0,1,1,126743
7-Jun-16,0,1,1,190558
8-Jun-16,0,1,1,196798
9-Jun-16,0,1,1,200101
10-Jun-16,0,1,0,161591
11-Jun-16,0,1,0,154482
12-Jun-16,1,0.83,0,213267
13-Jun-16,0,1,0,276265
14-Jun-16,0,1,0,143284
15-Jun-16,0,1,0,97399
16-Jun-16,0,0.97,0,129251
17-Jun-16,0,1,0,120990
18-Jun-16,0,1,0,121756
19-Jun-16,1,1,0,170914
20-Jun-16,0,1,0,115724
21-Jun-16,0,1,0,45311
22-Jun-16,0,1,0,86593
23-Jun-16,0,1,0,113720
24-Jun-16,0,1,0,45563
25-Jun-16,0,0.99,0,101780
26-Jun-16,1,0.94,0,243226
27-Jun-16,0,1,0,220121
28-Jun-16,0,1,0,84768
29-Jun-16,0,1,1,21820
30-Jun-16,0,0.48,1,86435
1-Jul-16,0,1,1,174406
2-Jul-16,0,1,1,93784
3-Jul-16,1,1,1,128838
4-Jul-16,0,1,1,168708
5-Jul-16,0,1,1,143512
6-Jul-16,0,1,1,157263
7-Jul-16,0,1,1,154060
8-Jul-16,0,1,1,104070
9-Jul-16,0,0.93,1,102873
10-Jul-16,1,0.95,0,305450
11-Jul-16,0,1,0,78077
12-Jul-16,0,1,0,271729
13-Jul-16,0,0.97,0,121598
14-Jul-16,0,1,0,210023
15-Jul-16,0,1,0,158836
16-Jul-16,0,0.97,0,130499
17-Jul-16,1,1,0,218570
18-Jul-16,0,1,0,91881
19-Jul-16,0,1,0,183186
20-Jul-16,0,1,0,107512
21-Jul-16,0,1,0,108957
22-Jul-16,0,1,0,154984
23-Jul-16,0,1,0,64300
24-Jul-16,1,1,0,82168
25-Jul-16,0,1,0,98809
26-Jul-16,0,1,0,96405
27-Jul-16,0,1,0,172118
28-Jul-16,0,0.97,0,37535
29-Jul-16,0,0.89,1,110240
30-Jul-16,0,0.96,1,135411
31-Jul-16,1,1,1,135066
1-Aug-16,0,1,1,148652
2-Aug-16,0,1,1,110072
3-Aug-16,0,1,1,134205
4-Aug-16,0,1,1,96697
5-Aug-16,0,1,1,122333
6-Aug-16,0,1,1,142029
7-Aug-16,1,1,1,303233
8-Aug-16,0,1,1,55160
9-Aug-16,0,1,1,327062
10-Aug-16,0,1,0,171095
11-Aug-16,0,1,0,283219
12-Aug-16,0,1,0,411894
13-Aug-16,0,1,0,123599
14-Aug-16,1,1,0,100363
15-Aug-16,0,1,0,131882
16-Aug-16,0,1,0,165035
17-Aug-16,0,1,0,125775
18-Aug-16,0,1,0,145651
19-Aug-16,0,1,0,84731
20-Aug-16,0,1,0,124706
21-Aug-16,1,1,0,161746
22-Aug-16,0,0.97,0,89217
23-Aug-16,0,0.66,0,11460
24-Aug-16,0,1,0,64268
25-Aug-16,0,1,0,82407
26-Aug-16,0,1,0,56775
27-Aug-16,0,1,0,57270
28-Aug-16,1,1,0,107911
29-Aug-16,0,1,1,96248
30-Aug-16,0,1,1,48118
31-Aug-16,0,0.87,1,91568
